CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,LAY_NUMBER,LAY_MORPH1,LAY_MORPH2,LAY_MORPH3,LAY_NOTES,INT_MORPH1,INT_MORPH2,INT_MORPH3,CONF,NOTES,DEG_RIM,DEG_EJC,DEG_FLR,hasRd,numLE_1,isRampart_1,isCircle_1,numLE_2,isRampart_2,isCircle_2,numLE_3,isRampart_3,isCircle_3,isHu_1,ejc_shape_1,isHu_2,ejc_shape_2,isHu_3,ejc_shape_3,ejc_svg_1,ejc_svg_2,ejc_svg_3
07-0-002505,-28.58015464,333.8015806,-28.58022178,333.801672,16.49079074,0.27239111,16.84718187,16.12124848,0.290382377,1.045029601,133.2122857,0.000459565,0.000526584,0.068226218,0.065322588,4.309597322,0.01806475,0.005986707,1,101,2,DLERS,HuSL,,,CpxCPt,Terraced / Gullies,Slump Deposits / Floor Deposits,,,3,2,3,0,2,1,0,2,1,0,,,,1,SL,1,SL,,,SL_S,SL_S,
03-1-004826,-12.06163458,203.5742486,-12.06169255,203.5742409,3.658244331,0.055586564,3.735114311,3.586547063,0.279230247,1.041423477,5.979272326,0.000199967,0.000222885,0.031305698,0.028236493,9.791738559,0.037970806,0.01197552,1,23,1,SLERS,SmBL,,,Smp,,,,,4,2,4,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
08-1-003264,-49.19539891,285.6009942,-49.19540012,285.6009154,3.60813199,0.063444964,3.706608268,3.489330989,0.337344948,1.062269036,71.85787695,0.000213016,0.000340519,0.03102282,0.032802492,6.692101787,0.033065021,0.013370467,1,28,2,DLEPS,SmSL,,,Smp,,,,,3,2,3,0,2,0,0,2,0,0,,,,0,SL,0,SL,,,SL_S,SL_S,
10-0-004140,11.44008848,59.19690306,11.44013803,59.19694333,12.34934216,0.222950033,12.70246146,11.98802688,0.330642128,1.059595677,175.6370204,0.000347043,0.000368451,0.05263723,0.050389691,3.34911039,0.015900034,0.006254272,1,73,1,SLEPS,HuBL,,,CpxCPt,Gullies,,,,3,2,3,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
06-1-011174,13.20074962,289.5571651,13.20127099,289.5583579,9.644021221,0.334815378,10.549048,8.91039588,0.535297636,1.183903402,38.74557577,0.000536833,0.000628515,0.098953597,0.073915956,2.202755076,0.016689867,0.014825078,0.87236124,48,2,DLERS,HuBL,Butterfly,,CpxUnc,Terraced,Floor Deposits,,,3,3,3,0,2,1,0,2,1,0,,,,1,BL,1,BL,,,BL_S,BL_S,
09-1-002499,49.22825573,9.091038123,49.22826328,9.091015773,4.973148109,0.050733799,5.045093291,4.899380164,0.238600327,1.029741135,130.3432349,9.57E-05,0.000143412,0.013953237,0.013683482,4.375993202,0.015535629,0.004047474,1,67,1,SLEPS,HuSL,,There are hints of a second lobe beyond the one I identified.,,,Floor Deposits,,,3,2,1,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
10-1-001212,39.93117073,13.83801621,39.93122437,13.83797754,6.586230692,0.137290266,6.914353014,6.214472799,0.438402733,1.112621012,83.86548164,0.000286089,0.000367742,0.04053896,0.04100245,2.800397627,0.016263762,0.009820555,1,43,1,SLERS,HuSL,,,,,,,,3,2,2,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
07-1-019789,-29.19984409,299.5776676,-29.19974459,299.5776618,7.696614301,0.173013468,7.790421858,7.584848821,0.228209377,1.027103116,3.135403674,0.000465294,0.000573935,0.075174427,0.069258269,15.23884928,0.055182494,0.013645107,1,52,1,SLERS,HuSL,,,CpxFF,,,,,3,2,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
05-1-000977,61.23192624,286.6076211,61.23196181,286.6076143,4.686888653,0.06211667,4.832979503,4.537190801,0.344468552,1.065192035,107.4946701,9.71E-05,0.000197917,0.014082593,0.013720394,2.219779051,0.010744411,0.004473175,1,60,1,SLERS,HuAm,,,Smp,,,,,4,3,4,0,1,1,0,,,,,,,1,Am,,,,,Am_S,,
06-0-001781,17.23196446,335.1022498,17.23195598,335.1022555,9.194627436,0.082312556,9.224158305,9.157712058,0.119812831,1.007255769,24.63802803,0.000248021,0.00025991,0.035765548,0.035682823,25.66368571,0.045220977,0.005536847,1,57,1,SLERS,HuBL,,,CpxUnc,,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,1,BL,,,,,BL_S,,
04-1-011523,-74.00058355,210.9714817,-74.00059276,210.9708433,7.7369018,0.156642301,8.152429374,7.308907201,0.442980617,1.115410163,43.59865128,0.000262368,0.000904241,0.038463151,0.036514284,2.021931816,0.012468107,0.007664592,1,49,1,SLEPS,SmSL,,,Smp,,,,,4,2,4,0,1,0,0,,,,,,,0,SL,,,,,SL_S,,
11-0-003963,-20.08020061,21.65488354,-20.07999668,21.65496992,8.614491451,0.311912883,9.274142785,7.889026456,0.525736451,1.175575064,102.8838035,0.000510916,0.000518535,0.072798327,0.069452437,2.499240528,0.016234072,0.013865855,1,57,1,Rd/SLERS,HuSL,,There are hints of a second lobe inside the one I identified.,CpxFF,,Slump Deposits,,,3,2,3,1,1,1,0,,,,,,,1,SL,,,,,SL_S,,
16-1-008105,-59.21454785,168.1605746,-59.21454143,168.1602227,3.080655569,0.077058405,3.226749456,2.892486374,0.443228376,1.115562543,91.44613044,0.000199148,0.000405254,0.027988018,0.030502667,4.176811022,0.024754576,0.015232277,1,29,2,DLERC/DLEPS,Sm/SmSp,Outer is Splash,,Smp,,,,,4,3,4,0,2,1,1,2,0,0,2,1,1,0,,0,Sp,,,,Sp_S,
15-1-033071,-30.7718824,157.3330135,-30.77196064,157.3328027,7.576133411,0.175066173,7.792318298,7.332520113,0.338424903,1.062706706,94.53632825,0.000454376,0.000511504,0.065165812,0.063356939,6.665231723,0.031462174,0.012778836,1,52,1,Rd/SLERS,HuSL,,There may be additional lobes here.,CpxCPk,Gullies,Slump Deposits / Floor Deposits,,,3,2,3,1,1,1,0,,,,,,,1,SL,,,,,SL_S,,
06-1-002421,38.5959897,276.0699084,38.59599227,276.0698122,4.878429757,0.140712516,5.127417389,4.622585551,0.432690211,1.109209842,24.46608034,0.000422382,0.000605322,0.06781574,0.061965026,6.001502162,0.035373401,0.020887912,0.93267113,29,1,SLEPS,HuSL,,,Smp,,Floor Deposits,,,3,2,3,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
10-1-008317,15.07586949,71.99012866,15.07584102,71.99016417,10.12778101,0.115729052,10.21862861,10.03449082,0.1889839,1.018350486,152.326287,0.00030168,0.000321783,0.04653668,0.043537495,11.05663553,0.032094875,0.006405489,0.93715501,57,1,SLEPS,HuAm,,,CpxCPk,Gullies,Slump Deposits,,,4,3,4,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
15-1-036211,-32.64137418,114.4548281,-32.64144917,114.4549386,20.080974,0.343908621,20.61775847,19.55825168,0.316441787,1.054171856,166.2520254,0.000423221,0.000538468,0.066022484,0.061165873,2.807061727,0.012728401,0.004718478,1,134,2,DLERS,HuSL,,,CpxFF,Terraced,Slump Deposits,,,4,2,3,0,2,1,0,2,1,0,,,,1,SL,1,SL,,,SL_S,SL_S,
01-1-001923,51.40280703,234.4040982,51.40310578,234.4039753,13.72118928,0.373833708,14.15931842,13.24689131,0.353167906,1.068878584,99.8266327,0.00039996,0.000612106,0.057656143,0.055442261,2.907496087,0.014471847,0.006241519,1,184,4,MLERS,SmBL,,,CpxCPt,Terraced,,,,3,3,4,0,3,1,0,3,1,0,3,1,0,0,BL,0,BL,0,BL,BL_S,BL_S,BL_S
16-1-006573,-56.87568295,109.5247434,-56.87547513,109.5251112,4.836695908,0.181191243,5.209162421,4.370806478,0.544036922,1.191808067,63.11108339,0.000244815,0.000483423,0.03558872,0.037518021,2.102421601,0.014196919,0.013074993,1,43,1,SLEPC,HuSL,,,Smp,,,,,3,2,4,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
10-0-000452,7.471076846,5.305929117,7.471033094,5.305880307,6.163185374,0.189694336,6.585757472,5.759177073,0.485044086,1.143524047,125.0322213,0.000448937,0.000391033,0.06316805,0.055165062,3.53173429,0.021371799,0.015500946,0.88666528,35,1,SLERS,HuSL,,,Smp,,,,,4,2,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
02-1-006483,6.928480697,193.0334768,6.928568443,193.0333733,4.721252909,0.158576924,4.802561596,4.614832698,0.276858588,1.040679459,160.6482302,0.000516891,0.000560729,0.079050963,0.076429333,19.29938708,0.077874685,0.024299943,1,28,1,SLERC,HuSL,,,Smp,,,,,4,2,4,0,1,1,1,,,,,,,1,SL,,,,,SL_C,,
05-1-003490,44.69437297,341.4279936,44.69438626,341.4279683,4.348863244,0.057856854,4.357983296,4.334409911,0.103871186,1.005438661,13.61057235,0.000142244,0.000203704,0.021018386,0.020740412,41.16102344,0.064701761,0.0068309,1,61,2,DLEPC,Hu/SmSL,,,,,Floor Deposits,,,2,2,1,0,2,0,1,2,0,1,,,,1,,0,SL,,,,SL_C,
02-1-004991,17.81574592,238.9703642,17.81569538,238.9702551,13.70871707,0.374611404,14.26187825,13.11973459,0.392114728,1.087055394,104.7760617,0.000695182,0.000684916,0.098756509,0.093692647,4.081480911,0.021467746,0.01081321,0.92523426,72,1,SLERS,SmBL,Pseudo-Small-Crown,,CpxFF,Terraced,,,,3,2,3,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
15-1-029955,-27.52667972,173.5961813,-27.5266972,173.5963456,4.81855048,0.081798527,4.993919347,4.630878789,0.374310374,1.078395608,149.2562938,0.000246348,0.000279025,0.035764575,0.035065667,4.682387463,0.023943034,0.011239458,1,33,1,SLEPS,HuSL,,,Smp,,Floor Deposits,,,3,2,3,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
10-0-011575,35.31203509,44.52652285,35.31205645,44.52655084,4.991385595,0.060802268,5.006285184,4.966034328,0.126552307,1.008105231,79.24427952,0.00025495,0.000329409,0.036233709,0.039181171,44.68135242,0.083247821,0.010793457,1,33,1,SLERC,HuSL,,,Smp,,Floor Deposits,,,2,2,1,0,1,1,1,,,,,,,1,SL,,,,,SL_C,,
15-1-003819,-5.228555609,162.1568247,-5.228378005,162.1569996,17.29442316,0.583525901,17.77993657,16.71732012,0.34052605,1.063563803,179.1482085,0.000960588,0.001027474,0.147722902,0.138394779,6.319601316,0.030449089,0.012474274,1,110,3,MLERC/MLERS/MLERS,Hu/HuBL/HuBL,,,CpxSuPt,Terraced,Slump Deposits,,,3,2,3,0,3,1,1,3,1,0,3,1,0,1,,1,BL,1,BL,,BL_S,BL_S
07-0-000281,-4.576035992,352.5528972,-4.575910202,352.5530603,21.11399616,0.403975993,22.1275752,20.07968296,0.420158637,1.101988276,40.87785016,0.000535316,0.000539273,0.079382619,0.074948097,1.794235866,0.010146492,0.005705059,1,126,1,SLERS,HuSL,,,CpxFF,,Floor Deposits / Slump Deposits,,,2,2,1,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
06-0-002259,15.15196328,339.3962145,15.15195908,339.3961965,8.18807962,0.160377972,8.521909613,7.858021426,0.386960452,1.084485413,121.8910862,0.000362458,0.0003594,0.053409054,0.049474036,3.62117531,0.019519752,0.00963412,1,52,1,SLERS,HuBL,,,CpxCPk,,Floor Deposits,,,4,3,4,0,1,1,0,,,,,,,1,BL,,,,,BL_S,,
10-0-011286,34.83963736,3.69593711,34.83956031,3.696004116,9.218122592,0.228581343,9.371888044,9.015892172,0.272998362,1.039485374,78.25642971,0.000487493,0.000615956,0.07029058,0.073693348,9.453627416,0.037606683,0.011531352,0.95697999,61,1,Rd/SLEPS,HuSL,,,CpxFF,Terraced,,,,3,2,3,1,1,0,0,,,,,,,1,SL,,,,,SL_S,,
15-1-026396,-23.71955017,147.5578529,-23.71956054,147.5578474,3.091511703,0.049971349,3.143636389,3.036404349,0.258955802,1.035315468,148.5979457,0.000255882,0.000276395,0.038989947,0.036543031,15.51928053,0.062262277,0.017892406,1,21,1,SLEPC,HuSL,,,Smp,,,,,4,3,4,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
06-1-000721,41.47859205,302.2623481,41.47860398,302.2615394,5.765910391,0.102603359,5.842201083,5.597348071,0.28647101,1.043744468,104.6708697,0.000307467,0.000737614,0.044245867,0.079551323,11.29988763,0.051602691,0.016808756,0.75979382,29,1,Rd/SLEPS,HuBL,,,Smp,,Floor Deposits,,,3,2,3,1,1,0,0,,,,,,,1,BL,,,,,BL_S,,
07-1-025834,-40.61149188,310.2398058,-40.61119222,310.2399052,4.424699001,0.116330113,4.698422034,4.213366426,0.442513144,1.115123053,160.7755018,0.000306196,0.000503915,0.056477368,0.043032719,4.796422035,0.028665415,0.017589472,1,35,1,SLERS,SmBL,,,Smp,,Floor Deposits,,,2,2,1,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
09-1-002225,51.3918185,6.308570852,51.3916207,6.30866051,5.376819589,0.027392219,5.398553903,5.328179283,0.160940124,1.013208005,15.74724687,9.86E-05,0.000104945,0.009111806,0.015681501,6.312138111,0.020534777,0.003437559,0.79757679,54,1,SLEPS,HuSL,,,,,Floor Deposits,,,2,2,1,0,1,0,0,,,,,,,1,SL,,,,,SL_S,,
07-1-009244,-13.37615879,286.7743547,-13.37616012,286.7743503,4.339901718,0.049231248,4.349517168,4.322375404,0.111541102,1.006279363,143.2380478,0.000279276,0.0002997,0.042231217,0.040329107,71.58334273,0.119222833,0.013550336,1,28,1,SLERS,SmSL,,,Smp,,,,,4,3,4,0,1,1,0,,,,,,,0,SL,,,,,SL_S,,
03-1-025789,-37.64428737,182.2256194,-37.64423387,182.2256994,7.238811121,0.145145418,7.499857122,6.928769618,0.382746157,1.082422643,71.18021319,0.000290282,0.000375855,0.041346896,0.043404091,3.529574683,0.018608442,0.009032572,1,49,1,SLEPS,HuAm,,,CpxFF,,Floor Deposits,,,2,2,2,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
10-0-002717,6.16530643,57.417786,6.165296484,57.41777892,4.078677321,0.051081644,4.116088698,4.035887558,0.196443199,1.019871996,76.0131025,0.000218673,0.000214721,0.031876324,0.031810779,17.84988938,0.054079136,0.011269476,1,25,1,SLERS,SmSL,,,Smp,,,,,4,2,4,0,1,1,0,,,,,,,0,SL,,,,,SL_S,,
07-1-001827,-2.165352081,289.8910585,-2.165311841,289.891019,6.417795061,0.137858626,6.570839473,6.24405323,0.311435784,1.052335595,110.4113702,0.000389805,0.000390881,0.056389404,0.055742178,8.193238447,0.035904926,0.013031228,1,39,1,SLERS,SmAm,,,Smp,,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,0,Am,,,,,Am_S,,
06-0-002624,12.51092521,352.5396343,12.51101939,352.5397673,12.58680873,0.300859648,13.15219668,11.99528765,0.410108324,1.09644696,50.31110002,0.000470326,0.000474683,0.069215967,0.066008533,2.73849745,0.015443866,0.008348674,1,80,1,SLEPS,HuBL,,,CpxUnc,Gullies,Floor Deposits,,,2,2,1,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
01-1-002325,46.79195347,244.2858628,46.79196468,244.2858525,3.077625754,0.028545703,3.119933578,3.032629782,0.234908788,1.028788148,101.3687326,6.64E-05,9.61E-05,0.009530486,0.009607527,5.148657027,0.017700636,0.004527578,1,44,1,SLERS,HuSL,,,Smp,,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
11-0-011314,-0.583518536,51.2461322,-0.583508321,51.24623522,12.75789361,0.240819609,13.03206924,12.45474149,0.294344269,1.046354053,155.4705332,0.00059467,0.000598816,0.088871707,0.084968916,6.939032469,0.029932284,0.010093259,1,75,1,SLERS,HuSL,,,CpxSuPt,Terraced,Floor Deposits,,,3,2,3,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
14-1-001568,34.22383598,171.0204662,34.2234146,171.020494,15.35505413,0.2159506,15.59758396,15.0610167,0.260034466,1.035626231,176.0932238,0.000473889,0.00054819,0.066478045,0.070211963,5.657807271,0.022648445,0.006541516,0.89611351,88,1,SLEPS,SmSL,,,CpxFF,,Floor Deposits,,,2,2,1,0,1,0,0,,,,,,,0,SL,,,,,SL_S,,
10-0-007321,22.08757471,18.15479503,22.08757064,18.15477565,5.342739418,0.066460406,5.412339021,5.270776275,0.227215762,1.026858045,66.79391195,0.000188876,0.000203696,0.027798884,0.027018075,9.046346753,0.030287766,0.007451384,0.92833078,33,1,SLERS,HuSL,,,CPk,,,,,4,3,4,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
10-0-004832,14.25965535,48.49133814,14.25969764,48.49139312,7.062893015,0.119589225,7.263149041,6.840370875,0.336197963,1.061806322,39.13679602,0.000367202,0.000382073,0.052863243,0.052238853,6.08120888,0.027832468,0.011201668,1,46,1,SLEPS,HuAm,,,Smp,,,,,3,2,3,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
02-1-006438,7.480802415,185.2704769,7.480781047,185.2705164,4.957162097,0.095050526,5.061893627,4.849035568,0.286938762,1.043896988,166.1128779,0.000331247,0.000365197,0.052346339,0.048783748,10.94989974,0.046141241,0.015060917,0.91065788,27,1,SLEPS,SmAm,,,Smp,,Floor Deposits,,,3,2,2,0,1,0,0,,,,,,,0,Am,,,,,Am_S,,
02-1-001214,36.31957077,226.7425361,36.31956738,226.7424908,12.0588318,0.338603196,12.51699805,11.54948695,0.385508649,1.083770916,127.3961254,0.000571853,0.000730406,0.084828267,0.083066108,4.062731663,0.021824296,0.010709935,0.95793772,68,2,DLEPS,SmBL,,,CpxUnc,Terraced,Floor Deposits,,,2,2,3,0,2,0,0,2,0,0,,,,0,BL,0,BL,,,BL_S,BL_S,
11-1-014388,-30.73583971,87.05104595,-30.73548842,87.05089619,20.97593953,0.530991909,21.52518808,20.36637624,0.323685166,1.056898283,123.4275515,0.000643978,0.000749737,0.093632004,0.092031263,3.795338621,0.017347338,0.00662911,1,140,2,DLERS,HuSL,,,CpxCPk,Gullies,Floor Deposits,,check,2,2,2,0,2,1,0,2,1,0,,,,1,SL,1,SL,,,SL_S,SL_S,
06-0-000392,28.79544146,346.8627279,28.79528347,346.862601,9.109920882,0.228353153,9.291738443,8.919415339,0.280241048,1.041742994,153.5872756,0.00048771,0.000586624,0.076291938,0.068644961,9.10747787,0.037003565,0.011723494,1,61,1,SLERS,HuSL,,,CpxCPk,Terraced,,,,4,3,4,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
02-1-007061,3.541652631,238.5804525,3.541411949,238.5808806,28.72935055,0.68217055,28.92019522,28.38939427,0.190712111,1.018697156,25.1773113,0.001225233,0.001184768,0.171095786,0.17734898,15.33801619,0.043473365,0.008764695,0.9238525,134,1,Rd/SLERS,HuBL,,,CpxCPk,Terraced,,,,3,2,3,1,1,1,0,,,,,,,1,BL,,,,,BL_S,,
11-0-005280,-15.73162722,49.66086996,-15.73150896,49.66095345,7.307512966,0.146827431,7.42000107,7.171039519,0.256865221,1.034717638,35.17225019,0.000368799,0.000389182,0.053100943,0.054383784,10.17202441,0.037916113,0.010789335,1,47,1,SLERS,HuAm,,,CPt,,Floor Deposits,,,4,3,3,0,1,1,0,,,,,,,1,Am,,,,,Am_S,,
01-1-001951,51.83289604,216.4411158,51.8326614,216.4411557,4.051846921,0.059333928,4.184161977,3.941382678,0.335678541,1.061597495,93.40035431,0.000123999,0.000170073,0.018799676,0.015494945,3.029462402,0.015781347,0.006337928,0.89256716,50,1,SLEPS,HuAm,,,,,,,,2,2,1,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
03-1-008889,-18.56332326,245.1301846,-18.56310703,245.1301739,3.92955758,0.106578521,4.083783547,3.737048935,0.403238857,1.092783,80.20743304,0.000399999,0.000425419,0.055503419,0.057749561,8.158250331,0.04273742,0.02248912,1,25,1,SLERS,SmBL,,,Smp,,,,,4,2,4,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
03-1-006501,-14.7625029,181.7598568,-14.76290379,181.7596773,8.20925491,0.215628431,8.654222289,7.727115521,0.450309919,1.119980964,4.162839298,0.000349415,0.000371952,0.050843492,0.05026253,2.669667554,0.015517544,0.009816721,0.88807458,45,1,SLEPS,HuAm,,,CpxFF,,Floor Deposits / Slump Deposits,,,2,2,2,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
15-1-015697,-15.66892206,131.6218307,-15.66985002,131.6214414,6.704082111,0.253838565,7.144137793,6.134414101,0.512538872,1.164599858,133.8657754,0.000700206,0.000531424,0.075862871,0.08668263,4.513394989,0.025427194,0.020585217,0.79495758,34,1,Rd/SLEPS,HuBL,,,,Terraced,Floor Deposits / Slump Deposits,,,2,2,2,1,1,0,0,,,,,,,1,BL,,,,,BL_S,,
05-1-000615,63.18201577,339.2851683,63.18205159,339.2851964,10.607548,0.111926397,10.78446501,10.42188208,0.257121268,1.034790542,53.17543932,0.000163437,0.000358963,0.023787614,0.023575942,3.032084619,0.011475694,0.003269447,1,130,2,DLERC/DLERS,HuSL,,,,,,,,4,3,4,0,2,1,1,2,1,0,2,1,1,1,SL,1,SL,,,SL_C,SL_S,
03-1-005864,-14.74665044,265.797851,-14.74669261,265.7978649,6.399716053,0.106675786,6.615905662,6.181254865,0.356482115,1.070317566,29.55454196,0.000283644,0.000312109,0.044038595,0.040795532,4.567799715,0.022953553,0.01003288,1,39,2,DLERS,SmSL,,,Smp,,,,,4,3,4,0,2,1,0,2,1,0,,,,0,SL,0,SL,,,SL_S,SL_S,
05-3-000351,53.98099382,347.8525171,53.9809583,347.853001,1.781170927,0.034894217,1.819212725,1.69178775,0.367670883,1.075319718,79.02610472,0.000166376,0.000430628,0.025571353,0.043202828,9.319101071,0.068564609,0.031345274,0.73599225,13,1,SLEPS,SmAm,,,Smp,,Floor Deposits,,,,,,0,1,0,0,,,,,,,0,Am,,,,,Am_S,,
05-1-003255,44.94717508,287.9220732,44.94716299,287.9220538,3.835813641,0.058321696,3.924636921,3.741442627,0.301955641,1.048963545,16.84250593,0.00015958,0.000234717,0.02378519,0.023003155,6.120652807,0.025983713,0.009055773,1,53,1,SLEPS,HuBL,,,Smp,,,,,3,2,4,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
11-0-002372,-28.55815301,43.63970362,-28.55816009,43.63959023,9.041389178,0.182526138,9.197943309,8.859771043,0.26866411,1.038169414,75.08157844,0.000369637,0.000420124,0.054041556,0.054454091,7.2800556,0.029363773,0.008827266,1,60,1,Rd/SLERS,HuSL,,,CpxFF,,Slump Deposits,,,3,2,3,1,1,1,0,,,,,,,1,SL,,,,,SL_S,,
14-1-009695,9.874385335,115.6017499,9.874379562,115.6019339,20.11244977,0.455639955,20.31488338,19.82486226,0.21831339,1.024717504,42.56911985,0.000814837,0.000827958,0.117563955,0.118176283,11.30429085,0.036241946,0.008513426,1,118,2,Rd/DLERS,HuBL,,,CpxSuPt,Terraced,Slump Deposits,,,4,3,4,1,2,1,0,2,1,0,,,,1,BL,1,BL,,,BL_S,BL_S,
08-1-005856,-56.16995251,272.4814857,-56.16999899,272.4810759,8.30066458,0.187074243,8.750059578,7.739557539,0.466512057,1.130563283,81.65322074,0.000216459,0.000401683,0.030778346,0.033174986,1.480034522,0.009299147,0.00626889,1,69,2,DLERS,HuSL,,,CpxFF,,Floor Deposits,,,3,2,3,0,2,1,0,2,1,0,,,,1,SL,1,SL,,,SL_S,SL_S,
11-0-007727,-9.155023643,39.90521911,-9.154908881,39.90528723,4.805435136,0.09314115,4.987842442,4.605679818,0.383884363,1.082976377,56.53299727,0.000235926,0.000229281,0.032518013,0.032733291,4.290738185,0.021420916,0.010444687,0.91194981,29,1,SLERS,SmBL,,,Smp,,,,,4,3,4,0,1,1,0,,,,,,,0,BL,,,,,BL_S,,
15-1-039900,-38.66294454,168.5474532,-38.66284536,168.5475769,4.159511708,0.065347561,4.303678286,3.992059186,0.373593865,1.078059739,56.58058064,0.000136227,0.000181745,0.019323297,0.020395645,3.108891255,0.015664883,0.007332556,1,31,1,SLEPC,HuSL,,,SmpCPt,,Floor Deposits,,,3,2,2,0,1,0,1,,,,,,,1,SL,,,,,SL_C,,
10-0-007481,21.84793867,51.71282188,21.84795919,51.71278443,9.145466492,0.249952174,9.561224028,8.703567483,0.413952556,1.098540805,96.01804302,0.000416155,0.00042626,0.059401397,0.057330572,3.250945372,0.018125477,0.009946919,0.95596176,56,1,SLEPS,HuAm,,,CpxCPk,,Floor Deposits,,,2,2,2,0,1,0,0,,,,,,,1,Am,,,,,Am_S,,
08-1-007352,-59.44682855,339.8111291,-59.44682645,339.8111191,3.859136423,0.045298328,3.891803051,3.820351158,0.190740918,1.018702965,54.14955693,0.000145489,0.00032105,0.022214446,0.022873439,14.56727848,0.041790734,0.008426876,1,37,1,SLEPC,SmSL,,,Smp,,,,,3,2,3,0,1,0,1,,,,,,,0,SL,,,,,SL_C,,
06-0-000580,25.91738157,348.6653985,25.91820032,348.6696071,8.363776506,0.180777088,8.664643853,7.562388891,0.488101195,1.145754864,100.6404221,0.000313968,0.000533144,0.044890026,0.076139601,1.930935646,0.017671232,0.012973341,0.75889212,38,1,SLERS,HuSL,,,CpxFF,,Ejecta Deposits,,,2,2,1,0,1,1,0,,,,,,,1,SL,,,,,SL_S,,
02-1-007379,1.473498705,218.1957093,1.473552034,218.1957083,3.352599702,0.061702119,3.406132929,3.288255018,0.260801485,1.035848166,134.2475276,0.000281028,0.000292674,0.041020398,0.041560184,16.70267748,0.062386552,0.018083786,1,20,1,SLEPS,SmSp,Splash,Ejecta is partially buried by deposits.,,,Floor Deposits,,,3,2,1,0,1,0,0,,,,,,,0,Sp,,,,,Sp_S,,
07-1-018781,-27.88010466,288.2084271,-27.88015872,288.2086117,27.73802028,0.695035718,28.24307342,27.0858202,0.283320654,1.042725426,107.5534424,0.000981315,0.001113204,0.145020667,0.145023862,5.594878682,0.024082121,0.007735402,1,178,3,MLERS,HuBL,,,CpxCPt,Terraced,Slump Deposits,,,3,2,3,0,3,1,0,3,1,0,3,1,0,1,BL,1,BL,1,BL,BL_S,BL_S,BL_S
15-1-043403,-43.18716983,178.338189,-43.18750612,178.3368494,4.855128984,0.115908351,5.093354031,4.495306739,0.470156968,1.13303815,131.1424944,0.000229845,0.000458193,0.034615957,0.045342039,3.236678056,0.020150826,0.013780638,0.7831974,29,1,SLERC,SmSL,,,Smp,,Floor Deposits,,,2,2,1,0,1,1,1,,,,,,,0,SL,,,,,SL_C,,
03-1-010118,-19.45253935,266.8571219,-19.45257794,266.857136,18.83464664,0.206582509,19.13294437,18.52118525,0.250850358,1.033030236,56.94032386,0.000312246,0.000332054,0.045706017,0.04529843,3.455646433,0.012771365,0.00353176,1,113,2,DLERC/DLERS,HuSL/HuBL,,,CpxCPt,Terraced,Slump Deposits,,,3,2,3,0,2,1,1,2,1,0,2,1,1,1,SL,1,BL,,,SL_C,BL_S,
15-1-012096,-13.47415799,151.1182588,-13.47410196,151.1183221,4.35593756,0.092801585,4.397775204,4.29895725,0.210796288,1.022986494,37.20781522,0.000321292,0.000323225,0.044392803,0.046698128,22.28850633,0.067220828,0.015169683,1,28,1,SLEPS,HuBL,,,Smp,,Floor Deposits,,,4,3,3,0,1,0,0,,,,,,,1,BL,,,,,BL_S,,
